,tcp_connect_ms,tls_handshake_ms,ttfb_ms,http_latency_ms
tcp_connect_ms,1.0,0.3611583526537082,0.39696467668993646,0.5752253233025715
tls_handshake_ms,0.3611583526537082,1.0,0.3341327251169782,0.6165972657967226
ttfb_ms,0.39696467668993646,0.3341327251169782,1.0,0.7068025734157557
http_latency_ms,0.5752253233025715,0.6165972657967226,0.7068025734157557,1.0
