method,split,start,last_sample,end_exclusive_estimated,n_samples,estimated_minutes,dominant_increase_metric,max_score,rtt_ms,jitter_ms,loss_rate,dns_latency_ms,http_latency_ms
isolation_forest,train,2026-08-22 21:35:00+07:00,2026-08-22 21:36:30+07:00,2026-08-22 21:37:00+07:00,4,2.0,http_latency_ms,0.6066561239868774,155.218775,21.179824999999994,0.05,163.0869,1640.4010999999987
isolation_forest,train,2026-08-23 20:56:00+07:00,2026-08-23 21:03:00+07:00,2026-08-23 21:03:30+07:00,15,7.5,http_latency_ms,0.6247001925874981,162.72409333333331,14.318913333333334,0.18333333333333338,171.07838666666666,1717.79018
isolation_forest,train,2026-08-23 21:04:00+07:00,2026-08-23 21:23:30+07:00,2026-08-23 21:24:00+07:00,40,20.0,http_latency_ms,0.6430140751030916,171.17212,21.203802500000002,0.11000000000000001,182.781725,1847.0208925000002
isolation_forest,train,2026-08-23 21:32:00+07:00,2026-08-23 21:33:00+07:00,2026-08-23 21:33:30+07:00,3,1.5,http_latency_ms,0.6277578531869047,156.01149999999998,22.88743333333333,0.18333333333333335,172.90166666666667,1675.1587
isolation_forest,train,2026-08-23 21:37:00+07:00,2026-08-23 21:42:30+07:00,2026-08-23 21:43:00+07:00,12,6.0,jitter_ms,0.632863653845146,148.25175833333333,26.047308333333334,0.16041666666666668,157.14085,1575.430975
isolation_forest,train,2026-08-24 16:39:00+07:00,2026-08-24 16:45:30+07:00,2026-08-24 16:46:00+07:00,14,7.0,jitter_ms,0.6471670438418904,87.74451428571429,53.99955714285715,0.0,60.48712857142857,990.1072642857143
isolation_forest,train,2026-08-24 16:47:30+07:00,2026-08-24 16:55:00+07:00,2026-08-24 16:55:30+07:00,16,8.0,jitter_ms,0.6886972723890169,94.4921875,34.087537499999996,0.0,110.40287500000001,1165.8715937499999
isolation_forest,train,2026-08-24 16:56:30+07:00,2026-08-24 16:58:30+07:00,2026-08-24 16:59:00+07:00,5,2.5,http_latency_ms,0.6251576736860207,58.6742,14.1709,0.0,57.11112000000001,1558.38158
isolation_forest,train,2026-08-24 20:46:30+07:00,2026-08-24 20:51:00+07:00,2026-08-24 20:51:30+07:00,10,5.0,http_latency_ms,0.6337046849094633,148.57922000000002,16.3292,0.205,155.69134000000003,1565.38713
isolation_forest,train,2026-08-24 20:55:00+07:00,2026-08-24 20:56:00+07:00,2026-08-24 20:56:30+07:00,3,1.5,http_latency_ms,0.6042199055985484,158.24660000000003,26.1206,0.10833333333333334,171.00273333333334,1705.673
isolation_forest,train,2026-08-24 21:03:30+07:00,2026-08-24 21:20:30+07:00,2026-08-24 21:21:00+07:00,35,17.5,http_latency_ms,0.6697203566306016,173.6469285714286,21.59599714285714,0.18857142857142856,188.94474,1846.4232457142857
